icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg,expected_flight_duration_sec,actual_flight_duration_sec,duration_deviation_ratio,deviation_type,deviation_flag,distance_penalty_km,predicted_fuel_burn_kg,anomaly_score,model_confidence,shap_top_feature
8964c0,1663785189.0,0.0,1663818253,0.0,ETD878  ,Unknown,Unknown,Unknown,Unknown,B787-9,B789,A6-BLP,1663785189.0,1663818253.0,No Weather Info,No Weather Info,6742.4897110652055,30341.203699793423,95878.20369134724,0.0,30341.203699793423,95878.20369134724,30341.203699793423,95878.20369134724,,0.0,0.0,30341.203699793423,95878.20369134724,28556.42701157028,33064.0,1.1578479333777778,Normal,0,0.0,30337.254102588966,0.00013018967343256992,0.9994871490484888,distance_km
89653a,1663865640.0,0.0,1663881217,0.0,ETD230  ,Unknown,Unknown,VGZR,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNC,1663865640.0,1663881217.0,No Weather Info,No Weather Info,5211.929781497299,23453.684016737843,74113.64149289159,0.0,23453.684016737843,74113.64149289159,23453.684016737843,74113.64149289159,,0.0,0.0,23453.684016737843,74113.64149289159,22074.055545165036,15577.0,0.7056700554244955,Normal,0,0.0,23453.228034676864,1.9442187672635124e-05,0.9994871490484888,distance_km
89653a,1663835242.0,1663835243.0,1663854583,1663854613.0,ETD36V  ,LIMC,LIMC,OMAA,OMAA,Boeing 787-9 Dreamliner,B789,A6-BNC,1663835243.0,1663854613.0,"LIMC 091120Z 26005KT 220V300 CAVOK 15/03 Q1020 NOSIG,LIMC,2025-04-09T11:20:00Z,45.631,8.728,15,3,260,5,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,221","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2432.387681639355,10945.744567377096,34588.55283291163,0.05,11493.031795745952,36317.98047455721,10945.744567377096,34588.55283291163,260.0,5.0,0.0,10945.744567377096,34588.55283291163,10301.877239884328,19341.0,1.8774248177914772,Holding/Reroute,1,2134.237318360645,10950.43879593892,0.0004286794939728969,0.9994871490484888,distance_km
89653a,1663803747.0,0.0,1663824973,0.0,ETD26N  ,OMAA,Unknown,LIMC,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNC,1663803747.0,1663824973.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","LIMC 091120Z 26005KT 220V300 CAVOK 15/03 Q1020 NOSIG,LIMC,2025-04-09T11:20:00Z,45.631,8.728,15,3,260,5,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,221",4135.940105881835,18611.730476468256,58813.06830563969,0.05,19542.31700029167,61753.72172092168,18611.730476468256,58813.06830563969,290.0,14.0,0.02,18983.96508599762,59989.329671752486,17516.92280138189,21226.0,1.2117425098388577,Normal,0,0.0,18985.81931369072,9.766382279658418e-05,0.9994871490484888,distance_km
896535,1663841256.0,0.0,1663872105,0.0,ETD431  ,VTBS,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLX,1663841256.0,1663872105.0,"VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3520.680562441164,15843.062530985238,50064.07759791336,0.05,16635.2156575345,52567.28147780903,15843.062530985238,50064.07759791336,200.0,13.0,0.02,16159.923781604944,51065.35914987162,14911.117676221402,30849.0,2.068858999697559,Holding/Reroute,1,3763.1111042255034,16160.399665567858,2.9447536741797415e-05,0.9994871490484888,distance_km
896535,1663795271.0,0.0,1663826579,0.0,ETD430  ,OMAA,Unknown,VTBS,Unknown,787-9 Dreamliner,B789,A6-BLX,1663795271.0,1663826579.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1",4964.101744954316,22338.45785229442,70589.52681325037,0.05,23455.380744909144,74119.0031539129,22338.45785229442,70589.52681325037,290.0,14.0,0.02,22785.22700934031,72001.31734951538,21024.43091980652,31308.0,1.4891247291980505,Holding/Reroute,1,2428.06492171235,22769.585143839835,0.0006869631309337372,0.9994871490484888,distance_km
89637d,1663884170.0,0.0,1663886520,0.0,ETD399  ,OMAA,Unknown,OTBD,Unknown,A320 232SL,A320,A6-EIT,1663884170.0,1663886520.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OTBD 091100Z 33017KT CAVOK 38/05 Q1008 NOSIG,OTBD,2025-04-09T11:00:00Z,25.261,51.565,38,5,330,17,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6405.949660393324,28826.77347176996,91092.60417079309,0.05,30268.112145358456,95647.23437933272,28826.77347176996,91092.60417079309,290.0,14.0,0.02,29403.30894120536,92914.45625420894,27131.08091460702,2350.0,0.0866165269049339,Shortened Flight (Possible Direct Routing),1,0.0,29387.74991238727,0.0005294392685549514,0.9994871490484888,distance_km
89637d,1663876334.0,0.0,1663878626,0.0,ETD398  ,OTBD,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIT,1663876334.0,1663878626.0,"OTBD 091100Z 33017KT CAVOK 38/05 Q1008 NOSIG,OTBD,2025-04-09T11:00:00Z,25.261,51.565,38,5,330,17,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3668.069621464898,16506.31329659204,52159.95001723085,0.05,17331.628961421644,54767.9475180924,16506.31329659204,52159.95001723085,330.0,17.0,0.02,16836.439562523883,53203.14901757547,15535.353690910157,2292.0,0.1475344588608282,Shortened Flight (Possible Direct Routing),1,0.0,16832.598308367655,0.00022820328067348113,0.9994871490484888,distance_km
89637d,1663870472.0,0.0,1663872891,0.0,ETD391  ,OMAA,Unknown,OTBD,Unknown,A320 232SL,A320,A6-EIT,1663870472.0,1663872891.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OTBD 091100Z 33017KT CAVOK 38/05 Q1008 NOSIG,OTBD,2025-04-09T11:00:00Z,25.261,51.565,38,5,330,17,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6618.944295306402,29785.249328878806,94121.38787925705,0.05,31274.51179532275,98827.45727321989,29785.249328878806,94121.38787925705,290.0,14.0,0.02,30380.954315456383,96003.81563684218,28033.17583894476,2419.0,0.0862906155869586,Shortened Flight (Possible Direct Routing),1,0.0,30380.94685510428,2.455602235861481e-07,0.9994871490484888,distance_km
89637d,1663857785.0,0.0,1663859293,0.0,ETD2053 ,Unknown,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIT,1663857785.0,1663859293.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4451.845989465494,20033.306952594725,63305.24997019934,0.0,20033.306952594725,63305.24997019934,20033.306952594725,63305.24997019934,,0.0,0.0,20033.306952594725,63305.24997019934,18854.87713185386,1508.0,0.0799793066512404,Shortened Flight (Possible Direct Routing),1,0.0,20035.090921521598,8.90422176700345e-05,0.9994871490484888,distance_km
89637d,1663830181.0,0.0,1663832182,0.0,ETD2052 ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIT,1663830181.0,1663832182.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,4313.036342838088,19408.663542771395,61331.376795157616,0.05,20379.096719909965,64397.94563491549,19408.663542771395,61331.376795157616,290.0,14.0,0.02,19796.836813626825,62558.00433106077,18266.97745202014,2001.0,0.109541931896276,Shortened Flight (Possible Direct Routing),1,0.0,19796.805946477863,1.559198440669667e-06,0.9994871490484888,distance_km
89637d,1663805162.0,0.0,1663809391,0.0,ETD330  ,Unknown,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIT,1663805162.0,1663809391.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4778.070471994172,21501.31712397377,67944.16211175713,0.0,21501.31712397377,67944.16211175713,21501.31712397377,67944.16211175713,,0.0,0.0,21501.31712397377,67944.16211175712,20236.533763740023,4229.0,0.208978476718061,Shortened Flight (Possible Direct Routing),1,0.0,21500.062313116552,5.836312653166609e-05,0.9994871490484888,distance_km
896465,1663842504.0,1663842505.0,1663860188,1663860327.0,ETD1BQ  ,LOWW,LOWW,OMAA,OMAA,787-9 Dreamliner,B789,A6-BLG,1663842505.0,1663860327.0,"LOWW 091120Z 33008KT 290V010 9999 FEW050 12/M01 Q1021 NOSIG,LOWW,2025-04-09T11:20:00Z,48.117,16.582,12,-1,330,8,,6+,30.15,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,179","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4344.282405324237,19549.270823959065,61775.695803710645,0.05,20526.73436515702,64864.48059389618,19549.270823959065,61775.695803710645,330.0,8.0,0.0,19549.270823959065,61775.695803710645,18399.313716667355,17684.0,0.9611228044870296,Normal,0,0.0,19551.611230913823,0.0001197040452122571,0.9994871490484888,distance_km
896465,1663803059.0,0.0,1663821714,0.0,ETD3BH  ,OMAA,Unknown,LOWW,Unknown,787-9 Dreamliner,B789,A6-BLG,1663803059.0,1663821714.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","LOWW 091120Z 33008KT 290V010 9999 FEW050 12/M01 Q1021 NOSIG,LOWW,2025-04-09T11:20:00Z,48.117,16.582,12,-1,330,8,,6+,30.15,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,179",2334.578060041051,10505.601270184728,33197.700013783746,0.05,11030.881333693966,34857.585014472934,10505.601270184728,33197.700013783746,290.0,14.0,0.02,10715.713295588424,33861.654014059415,9887.624724879744,18655.0,1.8867018641048685,Holding/Reroute,1,2070.074717736727,10715.2149321993,4.650988265542796e-05,0.9994871490484888,distance_km
8964fe,1663842630.0,1663842631.0,1663861106,1663861349.0,ETD99P  ,EDDM,EDDM,OMAA,OMAA,787-10 Dreamliner ,B78X,A6-BMC ,1663842631.0,1663861349.0,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6370.79965788205,28668.598460469228,90592.77113508276,0.05,30102.02838349269,95122.4096918369,28668.598460469228,90592.77113508276,340.0,8.0,0.0,28668.598460469228,90592.77113508276,26982.21031573574,18476.0,0.6847474607825212,Shortened Flight (Possible Direct Routing),1,0.0,28681.334009173388,0.00044403613514235946,0.9994871490484888,distance_km
8964fe,1663800027.0,0.0,1663820367,0.0,ETD33V  ,Unknown,Unknown,EDDM,Unknown,787-10 Dreamliner ,B78X,A6-BMC ,1663800027.0,1663820367.0,No Weather Info,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445",2480.4326227673173,11161.946802452929,35271.75189575125,0.0,11161.946802452929,35271.75189575125,11161.946802452929,35271.75189575125,,0.0,0.0,11161.946802452929,35271.75189575126,10505.361696426286,20340.0,1.9361541837173737,Holding/Reroute,1,2322.0673772326827,11164.27217856623,0.00020828730042664865,0.9994871490484888,distance_km
8964bd,1663791315.0,0.0,1663813513,0.0,ETD42B  ,EGLL,Unknown,OMAD,Unknown,787-9 Dreamliner,B789,A6-BLM,1663791315.0,1663813513.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",4320.033706059916,19440.15167726962,61430.879300172,0.05,20412.1592611331,64502.4232651806,19440.15167726962,61430.879300172,70.0,10.0,0.02,19828.95471081501,62659.49688617544,18296.613343312587,22198.0,1.2132299887133686,Normal,0,0.0,19731.660789896097,0.0049308531073438255,0.9994871490484888,distance_km
8964fb,1663802458.0,0.0,1663869784,0.0,ETD474  ,OMAA,Unknown,OMAA,Unknown,B787-9,Unknown,A6-BLV,1663802458.0,1663869784.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3417.6922565832447,15379.6151546246,48599.583888613735,0.05,16148.595912355831,51029.56308304443,15379.6151546246,48599.583888613735,290.0,14.0,0.02,15687.207457717092,49571.57556638601,14474.931910234918,67326.0,4.651213588949266,Holding/Reroute,1,12478.72441008342,15686.456888602139,4.784822476374737e-05,0.9994871490484888,distance_km
8963cf,1663802875.0,0.0,1663814774,0.0,ETD269  ,VOMM,Unknown,OMAD,Unknown,787 9,B789,A6-BLB,1663802875.0,1663814774.0,"VOMM 091100Z 10012KT 6000 FEW020 33/25 Q1006 NOSIG,VOMM,2025-04-09T11:00:00Z,12.994,80.18,33,25,100,12,,3.73,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,7","OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",3083.862244622769,13877.38010080246,43852.52111853578,0.05,14571.249105842584,46045.14717446257,13877.38010080246,43852.52111853578,100.0,12.0,0.02,14154.92770281851,44729.571540906494,13061.06362428467,11899.0,0.9110284079679372,Normal,0,0.0,14157.377042663584,0.00017300802526434958,0.9994871490484888,distance_km
896534,1663850066.0,0.0,1663870430,0.0,ETD407  ,VTBS,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLW,1663850066.0,1663870430.0,"VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3845.212439896679,17303.455979535054,54678.920895330775,0.05,18168.628778511807,57412.86694009732,17303.455979535054,54678.920895330775,200.0,13.0,0.02,17649.525099125756,55772.49931323739,16285.6056277977,20364.0,1.2504293954681636,Normal,0,0.0,17646.361088720463,0.00017930101222486694,0.9994871490484888,distance_km
896534,1663786968.0,0.0,1663808506,0.0,ETD402  ,OMAA,Unknown,VTBS,Unknown,787-9 Dreamliner,B789,A6-BLW,1663786968.0,1663808506.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1",5120.4714999026,23042.121749561706,72813.10472861498,0.05,24194.227837039787,76453.75996504573,23042.121749561706,72813.10472861498,290.0,14.0,0.02,23502.96418455294,74269.3668231873,21686.70282311689,21538.0,0.993143133636784,Normal,0,0.0,23494.691774075534,0.00035209699948198555,0.9994871490484888,distance_km
89627b,1663869421.0,0.0,1663870676,0.0,ETD203  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1663869421.0,1663870676.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5436.295569323382,24463.330061955217,77304.1229957785,0.0,24463.330061955217,77304.1229957785,24463.330061955217,77304.1229957785,,0.0,0.0,24463.330061955217,77304.1229957785,23024.310646546088,1255.0,0.054507603691851,Shortened Flight (Possible Direct Routing),1,0.0,24460.620000769835,0.00011079282476473538,0.9994871490484888,distance_km
89627b,1663844842.0,0.0,1663846032,0.0,ETD204  ,OMAA,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1663844842.0,1663846032.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,5293.119429752687,23819.037433887093,75268.15829108322,0.05,25009.98930558145,79031.56620563738,23819.037433887093,75268.15829108322,290.0,14.0,0.02,24295.41818256484,76773.52145690488,22417.91758483491,1190.0,0.0530825396915992,Shortened Flight (Possible Direct Routing),1,0.0,24290.620173477153,0.000197525178584244,0.9994871490484888,distance_km
89627b,1663832012.0,0.0,1663834641,0.0,ETD53P  ,Unknown,Unknown,OMAF,Unknown,A321 232SL,A321,A6-AED,1663832012.0,1663834641.0,No Weather Info,No Weather Info,3708.7959468020354,16689.58176060916,52739.07836352495,0.0,16689.58176060916,52739.07836352495,16689.58176060916,52739.07836352495,,0.0,0.0,16689.58176060916,52739.07836352495,15707.841657043917,2629.0,0.1673686339218392,Shortened Flight (Possible Direct Routing),1,0.0,16692.711438663166,0.0001874876987784068,0.9994871490484888,distance_km
89627b,1663820561.0,0.0,1663823713,0.0,ETD301  ,OMAA,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1663820561.0,1663823713.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3238.022500084251,14571.10125037913,46044.67995119805,0.05,15299.656312898089,48346.91394875796,14571.10125037913,46044.67995119805,290.0,14.0,0.02,14862.523275386711,46965.57355022201,13713.977647415652,3152.0,0.229838496243574,Shortened Flight (Possible Direct Routing),1,0.0,14857.365223906056,0.00034717134585586284,0.9994871490484888,distance_km
896409,1663809862.0,0.0,1663855094,0.0,ETD6HZ  ,KIAD,Unknown,OMAA,Unknown,787 9,B789,A6-BLD,1663809862.0,1663855094.0,"KIAD 091052Z 00000KT 10SM CLR M03/M08 A3028 RMK AO2 SLP256 T10281083,KIAD,2025-04-09T10:52:00Z,38.9348,-77.4473,-2.8,-8.3,0,0,,10+,30.28,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6637.682964560469,29869.57334052211,94387.85175604987,0.05,31363.052007548216,99107.24434385236,29869.57334052211,94387.85175604987,0.0,0.0,0.0,29869.57334052211,94387.85175604987,28112.53961460905,45232.0,1.6089617167313697,Holding/Reroute,1,4042.094813217309,29870.75235881413,3.947065938804733e-05,0.9994871490484888,distance_km
89643f,1663857395.0,0.0,1663862337,0.0,ETD318  ,OERK,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEI,1663857395.0,1663862337.0,"OERK 091100Z 24004KT CAVOK 38/02 Q1015 NOSIG,OERK,2025-04-09T11:00:00Z,24.945,46.702,38,2,240,4,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,618","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5975.04314841378,26887.69416786201,84965.11357044395,0.05,28232.07887625512,89213.36924896616,26887.69416786201,84965.11357044395,240.0,4.0,0.0,26887.69416786201,84965.11357044395,25306.065099164243,4942.0,0.1952891522500356,Shortened Flight (Possible Direct Routing),1,0.0,26885.156068412893,9.440523397589598e-05,0.9994871490484888,distance_km
89643f,1663844206.0,0.0,1663847331,0.0,ETD317  ,Unknown,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEI,1663844206.0,1663847331.0,No Weather Info,No Weather Info,4266.651859924588,19199.933369660648,60671.78944812765,0.0,19199.933369660648,60671.78944812765,19199.933369660648,60671.78944812765,,0.0,0.0,19199.933369660648,60671.78944812765,18070.52552438649,3125.0,0.1729335428448252,Shortened Flight (Possible Direct Routing),1,0.0,19199.252838322078,3.5445719909054824e-05,0.9994871490484888,distance_km
89643f,1663813332.0,0.0,1663814558,0.0,ETD54N  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEI,1663813332.0,1663814558.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4214.917390314532,18967.128256415395,59936.12529027265,0.0,18967.128256415395,59936.12529027265,18967.128256415395,59936.12529027265,,0.0,0.0,18967.128256415395,59936.12529027265,17851.41482956743,1226.0,0.0686780298203236,Shortened Flight (Possible Direct Routing),1,0.0,18968.629954885597,7.916747143958795e-05,0.9994871490484888,distance_km
8964f9,1663838971.0,0.0,1663862605,0.0,ETD79H  ,GMMN,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLT,1663838971.0,1663862605.0,"GMMN 091100Z 35006KT 320V020 CAVOK 27/15 Q1009 NOSIG,GMMN,2025-04-09T11:00:00Z,33.367,-7.59,27,15,350,6,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,196","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2932.0376522604747,13194.169435172136,41693.575415143954,0.05,13853.877906930744,43778.254185901154,13194.169435172136,41693.575415143954,350.0,6.0,0.0,13194.169435172136,41693.575415143954,12418.041821338482,23634.0,1.9031986153717595,Holding/Reroute,1,2648.212347739525,13199.505855273079,0.00040428938472804896,0.9994871490484888,distance_km
